WW_Type,Volume,COD_in,BOD_in,pH_in,Voltage,Power_Density,Coulombic_Efficiency,COD_out,BOD_out,pH_out,Reference,Category
1,3535,6710,4686,8.059951270062111,0.826,625.47,20.01,2902,1886,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,3370,6687,3459,6.109561138144121,1.127,620.96,14.87,1120,475,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,1546,3749,2100,8.904062883682885,1.247,447.82,22.3,1081,543,7.2,Estimated Synergy (Co-digestion),Synthetic
0,9624,5506,3205,8.16124820727703,0.954,1474.47,13.54,1314,668,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,344,3840,2190,6.896843184239341,0.67,183.87,10.39,1597,845,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,7029,6349,3731,6.134643049418154,0.774,659.39,8.65,2281,1228,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,1242,7650,4755,6.31428760935432,0.565,479.13,19.19,2463,1388,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,4721,2839,1740,7.947241806056653,0.988,1191.81,20.56,409,198,7.0,Estimated Synergy (Co-digestion),Synthetic
2,4766,2714,1408,6.999022899156733,1.095,554.12,30.91,300,113,7.0,Estimated Synergy (Co-digestion),Synthetic
1,2163,4603,2936,8.174612560739641,0.737,353.61,10.53,1786,1051,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,8859,2543,1423,7.79569305047493,1.207,427.78,35.95,368,163,7.1,Estimated Synergy (Co-digestion),Synthetic
1,7920,5709,3745,8.266311817546743,0.68,765.18,17.7,1800,1068,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,9573,3846,2520,8.617388445251024,0.452,305.09,14.83,1435,864,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,6256,5218,2724,8.58631222035444,1.263,851.34,20.08,1328,611,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,1769,5862,3349,6.32486806944875,0.549,584.41,9.9,2603,1387,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,8811,7735,4434,8.267373728655906,1.473,579.84,17.92,1578,771,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,9913,4398,3067,7.670641770443897,0.931,1440.99,22.03,438,213,7.3,Estimated Synergy (Co-digestion),Synthetic
0,9895,5297,3331,8.554453347941982,1.009,1247.61,16.35,1483,833,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,2260,7076,4290,6.560342421487112,0.571,655.43,17.81,2380,1314,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,5708,6707,4219,8.06211739727342,0.799,643.53,26.19,1243,655,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,3039,6062,3486,8.827829130475967,1.39,1519.14,19.95,1820,942,7.1,Estimated Synergy (Co-digestion),Synthetic
2,2466,4891,3376,8.372319191196102,0.959,1238.33,17.88,1318,809,7.1,Estimated Synergy (Co-digestion),Synthetic
0,7388,6641,4063,7.596398218747057,0.891,584.87,16.07,882,418,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,5788,5666,2892,6.760371389019049,0.489,414.09,30.32,1230,541,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,7670,3499,2088,6.9167293779834775,1.278,1045.88,30.18,576,281,7.4,Estimated Synergy (Co-digestion),Synthetic
0,9493,2947,1892,7.091698219485997,1.549,529.53,29.05,560,302,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,6639,6617,4611,6.414796031630614,0.928,942.56,21.63,977,543,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,1985,2475,1709,7.550208134820194,1.44,329.9,14.73,500,294,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,2904,2869,1842,6.886914995338908,1.196,644.61,30.79,228,91,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,4009,6801,3776,8.791099973704588,0.89,2318.93,20.29,1777,873,7.0,Estimated Synergy (Co-digestion),Synthetic
2,2811,4337,2848,8.289855570609477,1.392,694.98,23.11,906,509,7.1,Estimated Synergy (Co-digestion),Synthetic
0,925,3004,1585,7.197121356144912,1.728,230.83,26.57,431,180,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,3565,4711,3178,6.359474276127802,0.567,591.51,19.05,1762,1093,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,3981,3686,1942,6.873881241616516,0.446,476.54,12.3,1038,488,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,3439,5010,2546,7.871666829488911,1.058,564.38,24.84,996,429,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,6721,3392,2293,8.882712462386879,1.262,579.78,20.42,995,603,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,8721,4355,2397,7.760194582169255,1.37,714.88,27.93,946,449,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,2909,4921,3406,7.534402620127852,0.822,472.85,15.26,1482,923,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,7242,8000,4296,7.902988071772138,0.831,1104.68,13.92,2195,1050,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,6036,7243,4203,8.726942675744592,1.014,1294.22,17.54,1718,870,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,9643,2364,1317,6.812727669740614,1.56,161.88,16.14,403,185,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,1010,2306,1584,6.025707632432222,0.349,129.22,10.2,1092,702,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,4822,6620,3310,8.861762411540166,1.182,1237.72,11.75,1702,752,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,3823,7437,5146,8.035642024254482,0.682,1052.94,15.53,2233,1391,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,2648,5693,3417,8.060857324156315,1.525,1556.06,34.07,704,320,7.0,Estimated Synergy (Co-digestion),Synthetic
2,1582,3647,2055,7.354269010814911,0.928,1254.25,32.06,340,129,7.2,Estimated Synergy (Co-digestion),Synthetic
0,5019,5765,3402,7.504342259525018,1.058,795.57,18.85,1326,680,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,4902,7543,3799,6.301591076075508,1.149,2574.09,23.7,1199,490,7.3,Estimated Synergy (Co-digestion),Synthetic
1,258,7229,4002,7.60315669270579,0.872,581.68,20.49,1383,645,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,1238,5283,3018,8.968559878502601,0.451,322.69,17.62,2226,1181,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,5347,2722,1522,6.840402356326139,0.592,305.74,20.77,337,142,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,945,6964,4610,8.929505920938038,1.178,1023.61,31.3,1641,948,7.2,Estimated Synergy (Co-digestion),Synthetic
0,7585,7752,5325,8.52277153132038,1.053,1290.07,19.71,2023,1229,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,9489,3278,1991,7.695221374440315,1.578,899.69,29.69,451,214,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,7815,3440,2060,8.539603479370216,0.894,672.06,14.36,1091,591,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,4775,3663,2086,8.138315380550713,1.01,763.9,23.2,870,433,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,8830,2819,1527,8.65402495486005,1.197,798.49,19.35,554,254,7.3,Estimated Synergy (Co-digestion),Synthetic
2,3477,7773,5292,7.022000462465234,1.103,3269.66,29.92,1166,635,7.1,Estimated Synergy (Co-digestion),Synthetic
0,8131,7563,5257,6.9318029141859885,1.036,1700.09,25.61,425,138,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,2318,7594,4939,8.59170994888234,0.672,864.78,10.09,3089,1861,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,6077,5227,3350,7.539647225338656,1.138,456.75,27.7,1161,644,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,5883,3559,1982,7.515492054879944,1.07,780.66,28.84,546,245,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,2002,7964,5221,7.479087313563118,0.725,891.73,23.78,3085,1866,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,1278,7768,4782,7.12781512620988,1.337,2849.17,37.9,938,434,7.2,Estimated Synergy (Co-digestion),Synthetic
2,7480,4228,2604,8.159083714382513,0.644,1529.62,22.64,666,332,7.2,Estimated Synergy (Co-digestion),Synthetic
2,8467,2722,1734,6.882010165784859,1.329,747.31,22.41,351,171,7.1,Estimated Synergy (Co-digestion),Synthetic
0,1978,3253,1683,8.105140902198286,0.408,149.58,18.19,557,238,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,115,2605,1577,7.552383028152874,0.93,237.78,18.62,792,432,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,8607,6666,4164,7.676120983788289,0.442,786.75,30.66,1394,746,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,2515,4389,2831,6.689478125377608,0.36,477.34,11.29,1919,1153,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,9871,6255,4023,6.969582195973008,1.016,2249.68,31.59,966,501,7.1,Estimated Synergy (Co-digestion),Synthetic
0,7533,7528,5006,6.914638072173621,1.767,557.45,27.93,968,494,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,8812,2029,1390,8.727795130366022,0.59,209.98,14.37,702,439,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,7374,3743,2354,7.189068515902425,0.708,1130.42,33.73,214,64,7.1,Estimated Synergy (Co-digestion),Synthetic
0,1286,6533,4081,6.016893938244161,0.58,334.13,19.53,1431,771,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,5520,5291,3330,7.39281710797302,1.04,736.45,32.45,1071,574,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,6995,5949,4079,7.133905066923853,0.638,471.47,18.26,2133,1340,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,4962,6177,3951,7.871316571952558,0.792,1725.21,31.52,947,487,7.2,Estimated Synergy (Co-digestion),Synthetic
1,4976,3451,2392,8.496713824683685,0.495,310.81,14.85,899,551,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,3130,3081,2115,7.089397770778387,1.565,388.43,23.55,295,139,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,4774,6316,3393,7.037848553589608,1.065,1867.98,26.14,963,415,7.1,Estimated Synergy (Co-digestion),Synthetic
1,8822,3070,1967,7.0138367131358725,0.545,549.24,12.89,876,502,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,4328,6409,4271,6.216815127034055,0.672,624.39,13.17,2722,1686,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,1479,2679,1601,6.934126326489963,0.842,168.72,12.17,757,404,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,1042,5280,2906,6.469942135090901,0.83,395.57,13.12,2503,1290,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,9887,3623,2181,7.365046315393343,0.831,587.92,16.41,1285,708,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,336,4774,2745,7.493269690820689,0.599,332.32,15.96,1889,1003,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,5509,6070,3828,8.321808386471016,1.285,815.4,15.95,1343,732,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,3546,7738,5373,8.550802183007772,1.12,653.28,14.76,1712,1028,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,1554,3138,1813,8.224809059211626,0.568,235.48,17.22,803,409,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,5195,7906,5286,8.065121638157768,0.705,1715.56,17.78,1435,801,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,6155,3954,2359,7.503142133383255,0.586,333.97,15.64,918,477,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,2176,2774,1563,7.595867096349529,1.033,566.18,22.74,397,176,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,4941,4811,3288,8.791987511901393,0.784,1076.33,29.96,1341,818,7.2,Estimated Synergy (Co-digestion),Synthetic
0,6449,4473,2279,6.657885847514492,1.329,1008.27,23.08,509,191,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,7737,2020,1181,6.422335020036696,0.604,249.15,14.84,828,449,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,1009,2275,1146,8.887050400314834,0.8,193.99,15.38,881,409,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,1318,3420,1928,8.301537985210985,0.767,1115.06,26.27,865,430,7.2,Estimated Synergy (Co-digestion),Synthetic
2,6660,7510,4077,8.146906651673287,1.516,1866.08,20.68,1879,898,7.2,Estimated Synergy (Co-digestion),Synthetic
1,763,6668,3521,6.653713409446155,0.694,511.5,10.91,2376,1149,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,3527,7912,5092,8.310267093762246,1.074,2494.32,29.9,1988,1126,7.4,Estimated Synergy (Co-digestion),Synthetic
0,1661,2773,1459,7.3727065430219145,0.739,511.93,20.28,258,92,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,3854,7604,4747,7.186069532584149,1.673,2069.72,29.1,601,233,7.3,Estimated Synergy (Co-digestion),Synthetic
2,5517,6927,4561,6.920382849330304,0.628,3259.82,25.96,1145,617,7.2,Estimated Synergy (Co-digestion),Synthetic
2,8487,3893,2156,6.728144960395749,1.871,885.0,29.65,304,104,7.1,Estimated Synergy (Co-digestion),Synthetic
2,7820,4446,3009,6.643669563990007,1.384,1946.23,36.96,825,468,7.3,Estimated Synergy (Co-digestion),Synthetic
2,2437,2628,1535,8.38150773644585,1.066,645.27,34.01,598,303,7.2,Estimated Synergy (Co-digestion),Synthetic
0,6671,2392,1528,8.813660928284651,0.896,433.9,12.98,841,491,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,6892,3363,2029,6.044883594768902,0.678,523.12,23.3,500,240,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,6065,5272,2846,6.392527084046459,1.39,1690.5,32.18,752,321,7.3,Estimated Synergy (Co-digestion),Synthetic
1,5774,3080,1609,8.484820694447965,0.479,405.09,21.36,989,468,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,189,7891,4379,7.945936977186189,1.46,2443.77,26.76,812,319,7.4,Estimated Synergy (Co-digestion),Synthetic
2,9757,3195,1851,7.093158930419355,0.609,876.79,33.92,249,88,7.4,Estimated Synergy (Co-digestion),Synthetic
1,1956,2399,1317,8.189098882340163,0.795,283.57,22.73,922,466,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,7640,5152,2663,7.868918663064287,0.365,308.88,29.49,1041,458,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,7858,3445,2321,7.449934346091881,0.591,321.29,15.9,1077,656,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,6487,4521,2887,6.015076510095936,0.528,341.82,19.27,2151,1287,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,3254,7029,3809,7.797297975308258,0.435,447.73,15.0,1749,833,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,6347,7845,5391,6.164714672732323,1.203,1823.11,27.83,1991,1206,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,433,4833,3191,8.244830460763126,1.276,818.55,22.35,1406,832,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,5383,3198,1901,7.233757195436607,1.652,393.7,33.27,205,65,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,5815,5039,2850,8.724568787089508,0.386,565.45,14.21,1477,749,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,4190,2369,1328,7.629660283101483,0.395,341.5,25.56,530,257,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,4818,3024,2017,8.680377162501347,0.748,196.61,11.43,1475,923,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,7997,2472,1570,8.62351588511423,1.355,1115.71,17.33,741,423,7.3,Estimated Synergy (Co-digestion),Synthetic
2,8603,3076,1620,8.741008792328158,1.016,1002.43,31.13,780,362,7.1,Estimated Synergy (Co-digestion),Synthetic
1,7871,2375,1353,8.225419425738515,0.763,329.35,12.29,761,393,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,9083,5611,3440,8.146517863863387,0.426,879.58,11.07,2430,1386,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,2162,3254,2115,8.52885117053043,0.586,257.05,13.85,1115,661,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,4543,6789,4629,8.611201389317511,1.138,1379.17,21.3,2010,1231,7.3,Estimated Synergy (Co-digestion),Synthetic
0,2566,4397,3032,7.455215956689521,1.574,841.05,16.93,550,288,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,971,6390,3672,6.99873628869421,0.647,926.38,24.53,283,52,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,7823,7699,5018,8.658221901286575,1.126,1748.3,17.16,2263,1324,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,8859,6133,3593,8.898168398295597,0.619,854.88,19.84,2347,1267,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,8652,3622,2230,6.606831543272007,0.906,1262.58,36.58,482,230,7.4,Estimated Synergy (Co-digestion),Synthetic
1,8872,7843,4804,6.299192917031647,0.794,642.42,11.37,2913,1640,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,8491,4940,2470,8.271451740922318,1.714,2162.34,25.29,762,306,7.2,Estimated Synergy (Co-digestion),Synthetic
1,9693,6733,4410,7.580306721808476,0.578,761.08,10.46,1761,1021,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,7440,3676,2016,8.632123561624175,1.346,1568.73,29.86,692,319,7.1,Estimated Synergy (Co-digestion),Synthetic
1,4327,3877,2038,7.569390338718673,0.761,462.38,13.77,697,305,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,9339,6366,4159,7.24835563329558,0.62,2771.71,21.13,892,458,7.3,Estimated Synergy (Co-digestion),Synthetic
2,8215,2287,1313,8.541036106167251,1.464,604.78,26.45,476,234,7.1,Estimated Synergy (Co-digestion),Synthetic
0,821,4163,2586,7.466338164688998,0.915,297.03,23.21,786,410,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,657,3616,2210,6.854568392882279,0.607,981.87,23.97,351,148,7.3,Estimated Synergy (Co-digestion),Synthetic
2,2424,3447,1730,8.971122628063913,1.212,863.47,15.81,842,370,7.1,Estimated Synergy (Co-digestion),Synthetic
1,1585,4103,2544,8.045499096098576,0.91,285.02,18.04,1369,772,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,1025,6951,4377,7.701489263740177,1.072,289.13,22.25,822,386,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,5151,4737,2860,8.57385583620701,0.761,929.89,15.91,1501,820,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,4083,2763,1583,7.302559775890408,0.561,377.1,30.03,239,89,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,3931,3918,2487,7.213817648840589,0.635,550.81,16.32,1631,960,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,5938,3550,2316,7.2823257625696804,1.232,744.48,27.58,520,269,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,6282,4094,2763,6.511681134019556,0.723,1451.21,23.79,903,527,7.4,Estimated Synergy (Co-digestion),Synthetic
0,5774,6851,4408,8.287960469734454,0.572,601.48,21.33,2074,1202,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,8403,2452,1697,8.168703022343333,0.709,366.8,15.74,819,516,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,5296,2061,1353,7.867547605238148,0.954,636.48,20.0,275,140,7.3,Estimated Synergy (Co-digestion),Synthetic
0,10000,4823,2429,7.636825393281452,1.279,1227.71,17.37,1062,462,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,6366,5973,4143,6.251537154013443,0.803,814.38,13.9,1285,767,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,7055,2106,1187,6.8001102919116425,1.856,423.67,33.96,129,37,7.0,Estimated Synergy (Co-digestion),Synthetic
1,1720,7088,4856,8.379024477367615,0.832,703.05,12.05,1891,1150,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,9038,2592,1649,8.040329095299832,1.375,1335.09,32.63,606,336,7.2,Estimated Synergy (Co-digestion),Synthetic
0,9789,5833,3336,8.43943017089801,1.03,1297.26,24.09,1578,802,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,4823,7524,4304,7.2912657242639005,1.16,1995.95,38.07,338,64,7.0,Estimated Synergy (Co-digestion),Synthetic
0,1451,4821,2505,7.857279285813359,0.537,577.75,13.52,1132,513,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,8856,7366,4970,7.0772123371294535,0.404,1258.5,22.42,1748,1030,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,5029,6412,4134,8.724104629007165,0.455,856.56,12.4,1827,1054,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,1683,3575,2167,7.433631231368192,0.674,572.21,17.8,533,258,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,4531,3381,1825,6.726931819162343,0.578,268.26,15.69,882,421,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,4848,4455,2524,6.113814938807806,0.401,578.87,20.65,1526,789,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,6557,2296,1213,8.114387508396561,0.854,251.61,15.99,532,245,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,979,2067,1116,6.854023175840453,0.776,172.61,13.57,631,307,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,6665,6870,4644,8.66326052824196,0.817,975.83,8.57,2789,1746,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,8903,7413,4904,6.3735157630970765,0.827,929.89,10.95,3382,2090,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,625,3180,1744,8.386385763664402,0.57,945.54,28.25,713,338,7.1,Estimated Synergy (Co-digestion),Synthetic
2,2515,4685,2476,6.9286259755862645,1.349,886.01,28.93,324,97,7.2,Estimated Synergy (Co-digestion),Synthetic
1,2733,5890,3540,7.94312722437069,0.653,571.49,11.88,2164,1194,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,7508,4977,2882,8.453387042938257,1.176,702.5,19.85,901,435,7.2,Estimated Synergy (Co-digestion),Synthetic
0,6864,3216,1793,8.81396359637849,1.203,546.94,12.87,1039,525,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,7626,4978,3087,6.982130040346197,1.647,2418.63,25.75,293,89,7.0,Estimated Synergy (Co-digestion),Synthetic
0,6311,3763,2550,8.998094796578037,1.004,795.66,21.16,1131,690,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,9230,6899,3924,8.081223896094986,0.779,1177.87,22.81,2633,1380,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,3122,4584,2292,7.800545832942976,0.923,1752.62,24.55,808,335,7.1,Estimated Synergy (Co-digestion),Synthetic
1,3584,5685,2865,7.571979502394002,0.687,623.97,24.39,1020,428,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,9426,2743,1569,8.39548789081174,1.134,977.64,31.52,496,236,7.1,Estimated Synergy (Co-digestion),Synthetic
2,5529,7465,4172,6.150056462706559,1.114,1755.13,21.75,1321,613,7.3,Estimated Synergy (Co-digestion),Synthetic
2,8360,7725,4799,6.311190493627483,1.574,3464.82,27.26,1752,944,7.0,Estimated Synergy (Co-digestion),Synthetic
0,6967,5727,3021,7.836498662169436,0.567,926.76,24.0,1349,621,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,1692,7608,4287,8.388900557902991,0.83,777.38,20.87,1771,869,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,8060,3561,1899,8.095441403444662,1.503,927.52,23.49,625,276,7.3,Estimated Synergy (Co-digestion),Synthetic
0,893,5099,3094,8.03670906257912,1.413,506.66,20.24,937,476,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,5513,7479,5165,6.162403225206962,1.249,1937.41,23.16,1864,1132,7.2,Estimated Synergy (Co-digestion),Synthetic
0,5385,7771,4837,8.213859360758816,1.251,1653.92,19.67,1366,705,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,8630,3516,2026,7.630781905395509,0.66,324.43,19.42,1377,733,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,900,3246,2253,6.35358032603931,0.819,167.51,11.54,1545,1004,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,2226,6812,4671,7.770897215266799,1.158,1236.24,18.92,1495,884,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,1755,3755,2554,6.382116108100083,0.755,291.32,21.39,1435,899,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,7181,6907,3557,8.686953691205755,1.202,484.99,24.1,1932,888,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,7280,4490,2545,6.5516197221629735,1.276,294.08,24.8,938,455,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,5552,6657,3866,6.623247819036571,1.247,1556.36,28.56,590,226,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,3190,3370,2312,7.782364399497565,1.596,792.82,22.48,315,147,7.4,Estimated Synergy (Co-digestion),Synthetic
2,5415,4125,2302,7.844312859468786,1.714,1882.21,30.41,456,185,7.2,Estimated Synergy (Co-digestion),Synthetic
1,5531,3197,1993,7.215473016050822,0.556,427.03,21.91,812,446,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,3591,7166,3823,7.258618933580135,1.27,1503.04,30.35,829,328,7.3,Estimated Synergy (Co-digestion),Synthetic
2,8124,3018,2074,8.480847075252333,1.497,1002.37,23.22,531,303,7.2,Estimated Synergy (Co-digestion),Synthetic
1,6267,5097,3293,8.497585046377147,0.713,662.7,15.48,1625,951,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,1811,3225,1770,8.113758096400051,0.654,1120.36,21.52,715,339,7.1,Estimated Synergy (Co-digestion),Synthetic
2,2922,2091,1411,7.842488107848597,0.794,410.02,27.15,199,92,7.1,Estimated Synergy (Co-digestion),Synthetic
1,2900,5536,2883,7.163119989393262,0.509,718.27,14.01,1039,454,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
